Date,BAB,MKT,SMB,HML,UMD
04/24/2018,0.00,0.00,0.00,0.01,0.00
04/25/2018,0.00,0.00,0.00,0.00,-0.01
04/26/2018,0.00,0.01,0.00,-0.01,0.00
04/27/2018,0.00,0.00,0.00,0.00,0.00
04/30/2018,0.00,0.00,0.00,0.00,0.00
05/01/2018,0.00,0.00,0.00,0.00,0.00
05/02/2018,-0.01,0.00,0.01,0.00,0.00
05/03/2018,0.00,0.00,0.00,0.00,0.01
05/04/2018,0.00,0.01,0.00,0.00,0.00
05/07/2018,0.00,0.00,0.00,0.00,0.00
05/08/2018,0.00,0.00,0.00,0.00,0.00
05/09/2018,0.00,0.01,0.00,0.00,0.00
05/10/2018,0.00,0.01,0.00,0.00,0.00
05/11/2018,0.00,0.00,0.00,0.00,0.00
05/14/2018,0.00,0.00,0.00,0.00,0.00
05/15/2018,0.00,-0.01,0.00,0.00,0.00
05/16/2018,0.00,0.00,0.00,0.00,0.00
05/17/2018,0.00,0.00,0.00,0.00,0.00
05/18/2018,0.00,0.00,0.00,0.00,0.00
05/21/2018,0.00,0.00,0.00,0.00,0.00
05/22/2018,0.00,0.00,0.00,0.00,0.00
05/23/2018,0.00,0.00,0.00,-0.01,0.00
05/24/2018,0.01,0.00,0.00,0.00,0.00
05/25/2018,0.00,0.00,0.00,-0.01,0.00
05/28/2018,0.00,0.00,0.00,0.00,0.00
05/29/2018,0.00,-0.01,0.01,0.00,0.00
05/30/2018,0.00,0.01,0.00,0.00,0.00
05/31/2018,0.00,0.00,0.00,0.00,0.00
06/01/2018,0.00,0.01,0.00,0.00,0.00
06/04/2018,0.00,0.01,0.00,0.00,0.00
06/05/2018,0.00,0.00,0.00,0.00,0.00
06/06/2018,0.00,0.01,0.00,0.00,0.00
06/07/2018,0.00,0.00,0.00,0.01,0.00
06/08/2018,0.00,0.00,0.00,0.00,0.00
06/11/2018,0.00,0.00,0.00,0.00,0.00
06/12/2018,0.00,0.00,0.00,0.00,0.00
06/13/2018,0.00,0.00,0.00,0.00,0.00
06/14/2018,0.00,0.00,0.00,0.00,0.00
06/15/2018,0.00,0.00,0.00,0.00,0.00
06/18/2018,0.00,0.00,0.00,0.00,0.00
06/19/2018,0.00,-0.01,0.00,0.00,0.00
06/20/2018,0.00,0.00,0.00,0.00,0.00
06/21/2018,0.01,-0.01,0.00,0.00,0.00
06/22/2018,0.00,0.00,0.00,0.00,0.00
06/25/2018,0.01,-0.01,0.00,0.00,-0.01
06/26/2018,0.00,0.00,0.00,0.00,0.00
06/27/2018,0.00,-0.01,-0.01,0.00,0.00
06/28/2018,0.00,0.00,0.00,0.00,0.00
06/29/2018,0.00,0.01,0.00,0.00,0.00
07/02/2018,0.00,0.00,0.00,0.00,0.00
07/03/2018,0.00,0.00,0.00,0.00,0.00
07/04/2018,0.00,0.00,0.00,0.00,0.00
07/05/2018,0.00,0.01,0.00,0.00,0.00
07/06/2018,0.00,0.01,0.00,0.00,0.00
07/09/2018,-0.01,0.01,0.00,0.00,0.00
07/10/2018,0.00,0.00,0.00,0.00,0.00
07/11/2018,0.00,-0.01,0.00,0.00,0.00
07/12/2018,0.00,0.01,0.00,-0.01,0.00
07/13/2018,0.00,0.00,0.00,0.00,0.00
07/16/2018,0.00,0.00,0.00,0.00,0.00
07/17/2018,0.00,0.00,0.00,0.00,0.00
07/18/2018,0.00,0.00,0.00,0.00,0.00
07/19/2018,0.00,0.00,0.00,0.00,0.00
07/20/2018,0.01,0.00,0.00,0.00,0.00
07/23/2018,0.00,0.00,0.00,0.00,0.00
07/24/2018,0.00,0.00,-0.01,0.01,0.00
07/25/2018,0.00,0.00,0.00,-0.01,0.00
07/26/2018,0.00,0.00,0.00,0.00,-0.01
07/27/2018,0.00,0.00,-0.01,0.01,-0.01
07/30/2018,0.00,0.00,0.00,0.01,-0.01
07/31/2018,0.00,0.00,0.00,0.00,0.00
08/01/2018,0.00,0.00,0.00,0.00,0.01
08/02/2018,0.00,0.00,0.00,0.00,0.01
08/03/2018,0.00,0.00,-0.01,0.00,-0.01
08/06/2018,0.00,0.00,0.00,0.00,0.00
08/07/2018,0.00,0.00,0.00,0.00,0.00
08/08/2018,0.00,0.00,0.00,0.00,0.00
08/09/2018,0.00,0.00,0.00,0.00,0.00
08/10/2018,0.00,-0.01,0.01,0.00,0.00
08/13/2018,0.00,-0.01,0.00,0.00,0.00
08/14/2018,0.00,0.00,0.00,0.00,0.00
08/15/2018,0.00,-0.01,0.00,0.00,-0.01
08/16/2018,0.00,0.01,0.00,0.00,0.00
08/17/2018,0.00,0.00,0.00,0.00,0.00
08/20/2018,0.00,0.00,0.00,0.00,0.00
08/21/2018,0.00,0.00,0.00,0.00,0.00
08/22/2018,0.00,0.00,0.00,0.00,0.00
08/23/2018,0.00,0.00,0.00,0.00,0.01
08/24/2018,0.00,0.00,0.00,0.00,0.00
08/27/2018,-0.01,0.01,0.00,0.00,0.00
08/28/2018,0.00,0.00,0.00,0.00,0.00
08/29/2018,0.00,0.00,0.00,0.00,0.00
08/30/2018,0.00,0.00,0.00,0.00,0.00
08/31/2018,0.00,0.00,0.01,0.00,0.00
09/03/2018,0.00,0.00,0.00,0.00,0.00
09/04/2018,0.00,0.00,0.00,0.00,0.00
09/05/2018,0.00,-0.01,0.00,0.01,-0.01
09/06/2018,0.01,0.00,0.00,0.00,0.00
09/07/2018,0.00,0.00,0.00,0.00,0.00
09/10/2018,0.00,0.00,0.00,0.00,0.00
09/11/2018,0.00,0.00,0.00,0.00,0.01
09/12/2018,0.00,0.00,0.00,0.00,0.00
09/13/2018,0.00,0.00,0.00,0.00,0.00
09/14/2018,-0.01,0.00,0.00,0.00,0.00
09/17/2018,0.00,0.00,0.00,0.01,-0.01
09/18/2018,0.00,0.01,0.00,0.00,0.00
09/19/2018,0.00,0.00,0.00,0.01,0.00
09/20/2018,0.00,0.01,0.00,0.00,0.00
09/21/2018,0.00,0.00,0.00,0.00,0.00
09/24/2018,0.00,0.00,0.00,0.00,0.01
09/25/2018,0.00,0.00,0.00,0.00,0.01
09/26/2018,0.00,0.00,0.00,0.00,0.00
09/27/2018,0.00,0.00,0.00,0.00,0.00
09/28/2018,0.00,0.00,0.00,0.00,0.00
10/01/2018,0.00,0.00,-0.01,0.00,0.00
10/02/2018,0.00,0.00,0.00,0.01,-0.01
10/03/2018,0.00,0.00,0.00,0.00,0.00
10/04/2018,0.00,-0.01,0.00,0.01,-0.01
10/05/2018,0.00,-0.01,0.00,0.00,0.00
10/08/2018,0.00,-0.01,0.00,0.01,-0.01
10/09/2018,0.00,0.00,0.00,0.00,0.00
10/10/2018,0.01,-0.02,0.00,0.01,-0.01
10/11/2018,0.00,-0.02,0.00,0.00,0.00
10/12/2018,0.00,0.01,0.00,-0.01,0.01
10/15/2018,0.00,0.00,0.00,0.00,-0.01
10/16/2018,0.00,0.02,0.00,-0.01,0.01
10/17/2018,0.00,0.00,0.00,0.00,0.00
10/18/2018,0.00,-0.01,0.00,0.00,0.00
10/19/2018,0.00,0.00,-0.01,0.00,0.00
10/22/2018,0.00,0.00,0.00,0.00,0.01
10/23/2018,0.00,-0.01,0.00,0.00,0.00
10/24/2018,0.01,-0.02,0.00,0.00,0.00
10/25/2018,-0.01,0.01,0.00,0.00,0.01
10/26/2018,0.00,-0.01,0.00,0.00,0.00
10/29/2018,0.00,0.00,0.00,0.01,-0.01
10/30/2018,0.00,0.01,0.00,0.00,0.00
10/31/2018,-0.01,0.01,0.00,-0.01,0.01
11/01/2018,-0.01,0.01,0.01,-0.01,-0.01
11/02/2018,-0.01,0.00,0.00,0.00,0.00
11/05/2018,0.00,0.00,0.00,0.01,0.00
11/06/2018,0.00,0.00,0.00,0.00,0.00
11/07/2018,0.00,0.01,0.00,-0.01,0.01
11/08/2018,0.01,0.00,0.00,0.00,0.00
11/09/2018,0.01,-0.01,0.00,0.00,0.00
11/12/2018,0.01,-0.02,0.00,0.01,0.00
11/13/2018,0.00,0.00,0.00,0.00,0.00
11/14/2018,0.00,0.00,0.00,0.00,-0.01
11/15/2018,0.00,0.00,0.00,0.00,0.00
11/16/2018,0.00,0.00,0.00,0.00,0.00
11/19/2018,0.00,-0.01,0.00,0.01,-0.01
11/20/2018,0.00,-0.02,0.00,0.00,0.00
11/21/2018,0.00,0.01,0.00,0.00,0.00
11/22/2018,0.00,0.00,0.00,0.00,0.00
11/23/2018,0.00,0.00,0.00,-0.01,0.00
11/26/2018,-0.01,0.01,-0.01,0.00,0.00
11/27/2018,0.00,0.00,0.00,0.00,0.00
11/28/2018,0.00,0.01,0.00,-0.01,0.01
11/29/2018,0.00,0.00,0.00,0.00,0.00
11/30/2018,0.00,0.00,0.00,-0.01,0.00
12/03/2018,-0.01,0.01,0.00,0.00,0.00
12/04/2018,0.01,-0.02,0.00,0.00,0.01
12/05/2018,0.00,0.00,0.00,0.00,0.00
12/06/2018,0.01,-0.01,0.00,0.00,0.01
12/07/2018,0.01,-0.01,0.00,0.01,0.00
12/10/2018,0.00,-0.01,0.00,-0.01,0.01
12/11/2018,-0.01,0.00,0.00,0.00,0.00
12/12/2018,-0.01,0.01,0.00,0.00,0.00
12/13/2018,0.00,0.00,-0.01,0.00,0.00
12/14/2018,0.00,-0.02,0.00,0.00,0.00
12/17/2018,0.00,-0.01,0.00,0.00,0.00
12/18/2018,0.00,0.00,0.00,0.00,0.00
12/19/2018,0.00,-0.01,0.00,0.00,0.00
12/20/2018,0.00,-0.02,0.00,0.00,0.00
12/21/2018,0.00,-0.01,0.00,0.00,0.00
12/24/2018,0.00,-0.01,0.01,0.00,0.00
12/25/2018,0.00,0.00,0.00,0.00,0.00
12/26/2018,0.00,0.03,0.00,0.00,0.00
12/27/2018,0.00,0.01,0.00,0.00,0.00
12/28/2018,0.01,0.01,0.00,0.00,0.00
12/31/2018,0.00,0.01,0.00,0.00,0.00
01/01/2019,0.00,0.00,0.00,0.00,0.00
01/02/2019,0.00,0.00,0.01,0.01,-0.01
01/03/2019,0.01,-0.01,0.00,0.01,0.00
01/04/2019,-0.01,0.02,0.00,0.00,-0.01
01/07/2019,-0.01,0.01,0.01,0.00,-0.01
01/08/2019,0.00,0.01,0.00,0.00,0.00
01/09/2019,0.00,0.01,0.00,0.00,-0.01
01/10/2019,-0.01,0.00,0.00,0.00,0.00
01/11/2019,0.00,0.00,0.00,0.00,0.00
01/14/2019,0.00,0.00,0.00,0.01,0.00
01/15/2019,0.00,0.01,0.00,0.00,0.00
01/16/2019,0.00,0.00,0.00,0.00,0.00
01/17/2019,0.00,0.00,0.00,0.00,0.00
01/18/2019,-0.01,0.01,0.00,0.00,-0.01
01/21/2019,0.00,0.00,0.00,0.00,0.00
01/22/2019,0.01,-0.01,0.00,0.00,0.01
01/23/2019,0.01,0.00,0.00,0.00,0.00
01/24/2019,-0.01,0.00,0.00,0.00,-0.01
01/25/2019,0.00,0.01,0.00,0.00,-0.01
01/28/2019,0.01,-0.01,0.00,0.00,0.00
01/29/2019,0.00,0.00,0.00,0.00,0.00
01/30/2019,0.00,0.01,0.00,0.00,0.00
01/31/2019,0.00,0.01,0.00,-0.01,0.00
02/01/2019,0.00,0.00,0.00,0.00,0.00
02/04/2019,0.00,0.00,0.00,0.00,0.00
02/05/2019,0.00,0.01,0.00,0.00,0.00
02/06/2019,0.00,0.00,0.00,0.00,0.00
02/07/2019,0.01,-0.01,0.00,0.00,0.01
02/08/2019,0.00,0.00,0.00,0.00,0.01
02/11/2019,-0.01,0.00,0.00,0.00,0.00
02/12/2019,-0.01,0.01,0.00,0.00,-0.01
02/13/2019,0.00,0.00,0.00,0.00,0.00
02/14/2019,0.00,0.00,0.00,0.00,0.00
02/15/2019,0.00,0.01,0.00,0.00,0.00
02/18/2019,0.00,0.00,0.00,0.00,0.00
02/19/2019,0.00,0.00,0.00,0.00,0.00
02/20/2019,-0.01,0.00,0.00,0.00,-0.01
02/21/2019,0.00,0.00,0.00,0.00,0.01
02/22/2019,0.00,0.00,0.00,-0.01,0.00
02/25/2019,-0.01,0.00,0.00,0.00,-0.01
02/26/2019,0.00,0.00,0.00,0.00,0.00
02/27/2019,0.00,0.00,0.00,0.00,0.00
02/28/2019,0.00,0.00,0.00,0.00,0.01
03/01/2019,-0.01,0.00,0.00,0.00,0.00
03/04/2019,0.00,0.00,0.00,0.00,0.00
03/05/2019,0.00,0.00,0.00,0.00,0.00
03/06/2019,0.00,0.00,-0.01,0.00,0.00
03/07/2019,0.00,-0.01,0.00,0.00,0.01
03/08/2019,0.01,-0.01,0.00,0.00,0.01
03/11/2019,0.00,0.01,0.00,0.00,0.00
03/12/2019,0.00,0.00,0.00,0.00,0.00
03/13/2019,0.00,0.00,0.00,0.00,0.00
03/14/2019,0.00,0.00,0.00,0.00,0.00
03/15/2019,0.00,0.01,0.00,0.00,0.00
03/18/2019,-0.01,0.01,0.00,0.00,0.00
03/19/2019,0.00,0.00,0.00,0.00,0.00
03/20/2019,0.00,0.00,0.00,0.00,0.01
03/21/2019,0.00,0.01,0.00,0.00,0.00
03/22/2019,0.01,-0.01,0.00,0.00,0.01
03/25/2019,0.01,-0.01,0.00,0.00,0.01
03/26/2019,0.00,0.01,0.00,0.00,0.00
03/27/2019,0.00,0.00,0.00,0.00,0.00
03/28/2019,0.00,0.00,0.00,0.00,0.00
03/29/2019,0.00,0.01,0.00,-0.01,0.00
04/01/2019,-0.01,0.01,0.00,0.00,-0.01
04/02/2019,0.00,0.00,0.00,0.00,0.00
04/03/2019,-0.01,0.01,0.00,0.00,0.00
04/04/2019,0.00,0.00,0.00,0.00,-0.01
04/05/2019,0.00,0.00,0.00,0.00,0.00
04/08/2019,0.00,0.00,0.00,0.00,0.00
04/09/2019,0.00,0.00,0.00,0.00,0.00
04/10/2019,0.00,0.00,0.00,0.00,0.00
04/11/2019,0.00,0.00,0.00,0.00,0.00
04/12/2019,0.00,0.01,0.00,0.00,-0.01
04/15/2019,0.00,0.00,0.00,0.00,0.00
04/16/2019,0.00,0.00,0.00,0.00,-0.01
04/17/2019,0.00,0.00,0.00,0.00,-0.01
04/18/2019,0.00,0.00,0.00,0.00,0.00
04/19/2019,0.00,0.00,0.00,0.00,0.00
04/22/2019,0.00,0.00,0.00,0.00,0.00
04/23/2019,0.00,0.00,0.00,0.00,0.00
04/24/2019,0.00,0.00,0.00,-0.01,0.01
04/25/2019,0.01,0.00,0.00,0.00,0.01
04/26/2019,0.00,0.00,0.00,0.00,0.00
04/29/2019,0.00,0.00,0.00,0.00,0.00
04/30/2019,0.00,0.00,0.00,0.00,0.00
05/01/2019,0.00,0.00,0.00,0.00,0.00
05/02/2019,0.00,0.00,0.00,0.00,0.00
05/03/2019,0.00,0.01,0.00,0.00,0.00
05/06/2019,0.00,-0.01,0.00,0.00,0.00
05/07/2019,0.01,-0.01,0.00,0.00,0.01
05/08/2019,0.00,0.00,0.00,0.00,0.00
05/09/2019,0.01,-0.01,0.00,0.00,0.01
05/10/2019,0.00,0.00,0.00,0.00,0.00
05/13/2019,0.01,-0.02,0.00,0.01,0.01
05/14/2019,-0.01,0.00,0.00,0.00,0.00
05/15/2019,0.00,0.01,0.00,0.00,0.00
05/16/2019,0.00,0.01,0.00,0.00,0.00
05/17/2019,0.00,0.00,0.00,0.00,0.01
05/20/2019,0.01,-0.01,0.00,0.01,0.00
05/21/2019,0.00,0.01,0.00,0.00,0.00
05/22/2019,0.00,0.00,0.00,-0.01,0.01
05/23/2019,0.01,-0.01,0.00,0.00,0.01
05/24/2019,0.00,0.00,0.00,0.00,0.00
05/27/2019,0.00,0.00,0.00,0.00,0.00
05/28/2019,0.00,0.00,0.00,0.00,0.00
05/29/2019,0.00,-0.01,0.00,0.00,0.00
05/30/2019,0.00,0.00,0.00,0.00,0.00
05/31/2019,0.01,-0.01,0.00,0.00,0.01
06/03/2019,0.00,0.00,0.00,0.01,0.00
06/04/2019,-0.01,0.01,0.00,0.00,-0.01
06/05/2019,0.00,0.01,-0.01,-0.01,0.01
06/06/2019,0.00,0.00,-0.01,0.00,0.01
06/07/2019,0.00,0.01,0.00,-0.01,0.00
06/10/2019,0.00,0.00,0.00,0.00,0.00
06/11/2019,0.00,0.00,0.00,0.00,0.00
06/12/2019,0.01,0.00,0.00,-0.01,0.01
06/13/2019,0.00,0.00,0.00,0.00,-0.01
06/14/2019,0.01,0.00,0.00,0.00,0.01
06/17/2019,0.00,0.00,0.00,0.00,0.00
06/18/2019,-0.01,0.01,0.00,0.00,0.00
06/19/2019,0.00,0.01,0.00,0.00,0.00
06/20/2019,0.00,0.01,0.00,0.00,0.00
06/21/2019,0.00,0.00,0.00,0.00,0.00
06/24/2019,0.01,0.00,-0.01,0.00,0.01
06/25/2019,0.00,-0.01,0.00,0.00,0.00
06/26/2019,-0.01,0.00,0.00,0.00,-0.01
06/27/2019,0.00,0.01,0.01,0.00,0.00
06/28/2019,0.00,0.01,0.00,0.00,0.00
07/01/2019,-0.01,0.01,0.00,0.00,0.00
07/02/2019,0.01,0.00,0.00,-0.01,0.01
07/03/2019,0.00,0.01,0.00,0.00,0.00
07/04/2019,0.00,0.00,0.00,0.00,0.00
07/05/2019,0.00,0.00,0.00,0.00,0.00
07/08/2019,0.00,-0.01,0.00,0.00,0.00
07/09/2019,0.00,0.00,0.00,0.00,0.00
07/10/2019,0.00,0.00,0.00,0.00,0.00
07/11/2019,0.00,0.00,0.00,0.00,0.00
07/12/2019,0.00,0.00,0.00,0.00,0.00
07/15/2019,0.00,0.00,0.00,0.00,0.00
07/16/2019,0.00,0.00,0.00,0.00,0.00
07/17/2019,0.00,0.00,0.00,0.00,0.01
07/18/2019,0.00,0.00,0.00,0.00,0.00
07/19/2019,0.00,0.00,0.00,0.00,-0.01
07/22/2019,0.00,0.00,0.00,0.00,0.00
07/23/2019,0.00,0.00,0.00,0.00,-0.01
07/24/2019,0.00,0.00,0.00,0.00,0.00
07/25/2019,0.00,0.00,0.00,0.00,0.01
07/26/2019,0.00,0.00,0.00,0.00,0.00
07/29/2019,0.00,0.00,0.00,0.00,0.00
07/30/2019,0.00,0.00,0.01,0.00,-0.01
07/31/2019,0.00,-0.01,0.00,0.00,0.00
08/01/2019,0.00,-0.01,0.00,-0.01,0.01
08/02/2019,0.01,-0.01,0.00,0.00,0.01
08/05/2019,0.00,-0.02,0.00,0.00,0.00
08/06/2019,0.00,0.00,0.00,0.00,0.01
08/07/2019,0.00,0.00,0.00,-0.01,0.01
08/08/2019,0.00,0.01,0.00,0.00,0.00
08/09/2019,0.00,-0.01,0.00,0.00,0.01
08/12/2019,0.00,-0.01,0.00,0.00,0.00
08/13/2019,0.00,0.00,0.00,0.00,0.00
08/14/2019,0.00,-0.02,0.00,0.00,0.01
08/15/2019,0.00,0.00,-0.01,0.00,0.01
08/16/2019,0.00,0.01,0.00,0.00,-0.01
08/19/2019,0.00,0.01,0.00,0.00,-0.01
08/20/2019,0.00,0.00,0.00,0.00,0.00
08/21/2019,0.00,0.01,0.00,0.00,0.00
08/22/2019,0.00,0.00,0.00,0.00,0.00
08/23/2019,0.01,-0.01,0.00,0.00,0.01
08/26/2019,0.00,0.00,0.00,0.00,0.00
08/27/2019,0.00,0.00,-0.01,0.00,0.00
08/28/2019,0.00,0.00,0.00,0.00,0.00
08/29/2019,-0.01,0.01,0.00,0.00,-0.01
08/30/2019,0.00,0.00,0.00,0.00,0.00
09/02/2019,0.00,0.00,0.00,0.00,0.00
09/03/2019,0.01,0.00,0.00,0.00,0.00
09/04/2019,0.00,0.01,0.00,0.00,0.00
09/05/2019,-0.01,0.01,0.00,0.00,-0.02
09/06/2019,0.00,0.00,0.00,0.00,0.00
09/09/2019,-0.01,0.00,0.01,0.01,-0.02
09/10/2019,-0.01,0.00,0.01,0.01,-0.03
09/11/2019,-0.01,0.01,0.01,0.00,-0.01
09/12/2019,0.00,0.00,0.00,0.00,0.01
09/13/2019,0.00,0.00,0.00,0.01,-0.01
09/16/2019,-0.01,0.00,0.01,0.01,-0.01
09/17/2019,0.01,0.00,0.00,-0.01,0.02
09/18/2019,0.00,0.00,0.00,0.00,0.01
09/19/2019,0.00,0.00,0.00,0.00,0.00
09/20/2019,0.01,0.00,0.00,0.00,0.00
09/23/2019,0.00,0.00,0.00,0.00,0.00
09/24/2019,0.01,0.00,0.00,0.00,0.01
09/25/2019,0.00,0.00,0.00,0.00,0.00
09/26/2019,0.00,0.00,0.00,0.00,0.01
09/27/2019,0.00,0.00,0.00,0.00,0.00
09/30/2019,0.00,0.00,0.00,0.00,0.00
10/01/2019,0.00,-0.01,0.00,0.00,0.01
10/02/2019,0.00,-0.01,0.01,0.00,0.01
10/03/2019,0.00,0.00,0.00,-0.01,0.00
10/04/2019,0.00,0.01,0.00,0.00,0.01
10/07/2019,0.00,0.00,0.00,0.00,0.00
10/08/2019,0.00,-0.01,0.00,0.00,0.01
10/09/2019,0.00,0.01,0.00,0.00,0.00
10/10/2019,0.00,0.01,0.00,0.00,0.00
10/11/2019,-0.01,0.01,0.00,0.00,-0.01
10/14/2019,0.00,0.00,0.00,0.00,0.00
10/15/2019,-0.01,0.01,0.00,0.00,-0.01
10/16/2019,0.00,0.00,0.00,0.00,0.00
10/17/2019,0.00,0.00,0.00,0.00,0.00
10/18/2019,0.01,0.00,0.00,0.00,0.00
10/21/2019,0.00,0.01,0.00,0.00,-0.01
10/22/2019,0.00,0.00,0.00,0.00,-0.01
10/23/2019,0.00,0.00,0.00,0.00,-0.01
10/24/2019,0.00,0.00,0.00,-0.01,0.01
10/25/2019,-0.01,0.00,0.00,0.00,0.00
10/28/2019,0.00,0.00,0.00,0.00,0.00
10/29/2019,0.00,0.00,0.00,0.00,0.00
10/30/2019,0.01,0.00,0.00,-0.01,0.01
10/31/2019,0.01,0.00,0.00,0.00,0.01
11/01/2019,-0.01,0.01,0.00,0.00,-0.01
11/04/2019,-0.01,0.00,0.00,0.01,-0.02
11/05/2019,-0.01,0.00,0.00,0.00,-0.01
11/06/2019,0.00,0.00,0.00,0.00,0.01
11/07/2019,-0.01,0.00,0.00,0.00,-0.01
11/08/2019,0.00,0.00,0.00,0.00,0.00
11/11/2019,0.00,0.00,0.00,0.00,0.01
11/12/2019,0.00,0.00,0.00,0.00,0.00
11/13/2019,0.01,0.00,0.00,0.00,0.01
11/14/2019,0.00,0.00,0.00,0.00,0.01
11/15/2019,0.00,0.01,0.00,0.00,-0.01
11/18/2019,0.01,0.00,0.00,-0.01,0.01
11/19/2019,0.00,0.00,0.00,-0.01,0.00
11/20/2019,0.00,0.00,0.00,0.00,0.00
11/21/2019,0.00,0.00,0.00,0.00,-0.01
11/22/2019,-0.01,0.00,0.00,0.00,0.00
11/25/2019,0.00,0.01,0.00,0.00,0.00
11/26/2019,0.00,0.00,0.00,-0.01,0.01
11/27/2019,0.00,0.00,0.00,0.00,0.00
11/28/2019,0.00,0.00,0.00,0.00,0.00
11/29/2019,0.00,0.00,0.00,0.00,0.00
12/02/2019,0.00,-0.01,0.00,0.00,0.00
12/03/2019,0.00,-0.01,0.00,-0.01,0.01
12/04/2019,0.00,0.00,0.00,0.00,0.00
12/05/2019,0.00,0.00,0.00,0.00,0.00
12/06/2019,-0.01,0.01,0.00,0.00,-0.01
12/09/2019,0.00,0.00,0.00,0.00,0.00
12/10/2019,0.00,0.00,0.00,0.00,0.00
12/11/2019,0.00,0.00,0.00,0.00,0.00
12/12/2019,-0.01,0.01,0.00,0.00,-0.01
12/13/2019,0.00,0.01,0.00,0.00,0.01
12/16/2019,0.00,0.01,0.00,0.00,0.00
12/17/2019,0.00,0.00,0.00,0.00,0.00
12/18/2019,0.00,0.00,0.00,0.00,0.00
12/19/2019,0.00,0.00,0.00,0.00,0.00
12/20/2019,0.00,0.00,0.00,0.00,0.00
12/23/2019,0.00,0.00,0.00,0.00,-0.01
12/24/2019,0.00,0.00,0.00,0.00,0.00
12/25/2019,0.00,0.00,0.00,0.00,0.00
12/26/2019,0.00,0.00,0.00,0.00,0.00
12/27/2019,0.01,0.00,0.00,0.00,0.00
12/30/2019,0.00,0.00,0.00,0.00,0.00
12/31/2019,0.00,0.00,0.00,0.00,0.00
01/01/2020,0.00,0.00,0.00,0.00,0.00
01/02/2020,0.00,0.01,0.00,0.00,0.00
01/03/2020,0.00,0.00,0.00,0.00,0.00
01/06/2020,0.00,0.00,0.00,0.00,0.00
01/07/2020,-0.01,0.00,0.00,0.00,0.00
01/08/2020,0.00,0.00,0.00,-0.01,0.01
01/09/2020,0.00,0.01,0.00,0.00,0.01
01/10/2020,0.01,0.00,0.00,0.00,0.00
01/13/2020,0.00,0.00,0.00,0.00,0.00
01/14/2020,0.00,0.00,0.00,0.00,0.00
01/15/2020,0.01,0.00,0.00,-0.01,0.00
01/16/2020,0.00,0.01,0.00,0.00,0.00
01/17/2020,0.00,0.00,0.00,0.00,0.00
01/20/2020,0.00,0.00,0.00,0.00,0.00
01/21/2020,0.01,0.00,0.00,0.00,0.00
01/22/2020,0.00,0.00,0.00,0.00,0.00
01/23/2020,0.01,0.00,0.00,0.00,0.00
01/24/2020,0.00,0.00,0.00,0.00,0.01
01/27/2020,0.01,-0.01,0.00,0.00,0.00
01/28/2020,-0.01,0.01,0.00,0.00,0.00
01/29/2020,0.00,0.00,0.00,0.00,0.00
01/30/2020,0.01,0.00,0.00,0.00,0.00
01/31/2020,0.01,-0.01,0.00,0.00,0.00
02/03/2020,0.00,0.00,0.00,-0.01,0.01
02/04/2020,-0.01,0.01,0.00,-0.01,0.00
02/05/2020,0.00,0.01,0.00,0.01,-0.01
02/06/2020,0.00,0.01,-0.01,0.00,0.00
02/07/2020,0.01,-0.01,0.00,0.00,0.00
02/10/2020,0.00,0.00,0.00,-0.01,0.01
02/11/2020,0.00,0.01,0.00,0.01,0.00
02/12/2020,-0.01,0.01,0.00,0.00,0.00
02/13/2020,0.01,0.00,0.00,0.00,0.01
02/14/2020,0.00,0.00,0.00,0.00,0.00
02/17/2020,0.00,0.00,0.00,0.00,0.00
02/18/2020,0.00,0.00,0.00,0.00,0.00
02/19/2020,0.00,0.00,0.00,0.00,0.00
02/20/2020,0.00,0.00,0.00,0.01,-0.01
02/21/2020,0.01,-0.01,0.00,0.00,0.00
02/24/2020,0.01,-0.03,0.00,0.00,0.00
02/25/2020,0.00,-0.02,0.00,0.00,0.00
02/26/2020,0.00,-0.01,0.00,-0.01,0.00
02/27/2020,-0.01,-0.03,0.00,0.00,0.00
02/28/2020,-0.02,-0.02,0.00,0.00,0.00
03/02/2020,0.01,0.03,-0.01,-0.01,0.01
03/03/2020,0.00,-0.01,0.00,0.00,0.01
03/04/2020,0.01,0.02,-0.01,-0.01,0.01
03/05/2020,0.00,-0.02,0.00,-0.01,0.01
03/06/2020,0.01,-0.02,0.00,-0.01,0.01
03/09/2020,-0.01,-0.07,0.00,-0.03,0.02
03/10/2020,-0.01,0.02,-0.01,0.00,0.00
03/11/2020,-0.01,-0.04,0.00,0.00,0.00
03/12/2020,-0.03,-0.10,0.00,0.00,0.00
03/13/2020,0.00,0.05,-0.02,0.00,0.00
03/16/2020,-0.03,-0.09,0.00,0.00,-0.01
03/17/2020,0.01,0.03,-0.01,-0.01,0.01
03/18/2020,-0.04,-0.05,-0.01,-0.02,-0.01
03/19/2020,0.00,0.01,0.02,0.00,0.00
03/20/2020,-0.01,-0.01,0.00,0.00,-0.01
03/23/2020,-0.02,-0.03,0.01,-0.01,0.00
03/24/2020,0.01,0.08,-0.02,0.00,0.00
03/25/2020,0.01,0.03,-0.01,0.01,0.00
03/26/2020,0.02,0.04,0.00,-0.01,0.01
03/27/2020,0.00,-0.02,0.00,0.00,0.00
03/30/2020,0.01,0.02,-0.01,-0.01,0.01
03/31/2020,0.00,0.00,0.01,0.00,0.00
04/01/2020,0.02,-0.04,-0.01,0.00,0.00
